roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,recent_math_score,recent_writing_score,recent_science_score,gpa_letter,gpa
std-4955,male,group D,master's degree,1,1,92,38,51,B,69.5
std-4956,male,group C,high school,1,1,85,78,85,A,80.25
std-4957,male,group C,some high school,0,0,67,82,49,B,69.5
std-4958,male,group D,bachelor's degree,0,1,72,87,71,B,73.5
std-4959,male,group B,some high school,0,1,90,91,100,A,91
std-4960,male,group A,associate's degree,1,0,0,64,60,C,53.75
std-4961,male,group B,some college,1,1,70,57,62,C,57.5
std-4962,male,group B,some high school,0,0,50,55,44,D,47.5
std-4963,male,group E,high school,0,0,42,39,60,D,44
std-4964,male,group E,some college,0,0,26,31,31,D,37.75
std-4965,male,group D,some college,1,0,36,86,21,C,56.75
std-4966,male,group D,some college,0,0,28,83,59,B,62.5
std-4967,male,group C,high school,1,0,18,65,59,D,48.5
std-4968,male,group C,some college,0,0,49,58,74,B,67
std-4969,male,group D,high school,1,1,62,92,43,B,71.25
std-4970,male,group D,some high school,1,1,49,60,64,B,64.75
std-4971,male,group D,bachelor's degree,1,0,23,51,53,C,52.5
std-4972,male,group A,some college,0,0,98,59,78,A,83.75
std-4973,male,group C,some high school,0,0,32,64,62,B,63.75
std-4974,male,group C,master's degree,1,0,82,79,61,B,68.25
std-4975,male,group C,associate's degree,1,1,52,100,56,B,63.75
std-4976,male,group B,some college,1,0,38,67,9,D,42.25
std-4977,male,group B,some college,1,1,42,69,44,C,58.5
std-4978,male,group D,some high school,1,1,49,58,87,C,60
std-4979,male,group C,high school,1,0,16,48,66,D,42.25
std-4980,male,group C,some high school,1,0,42,51,96,C,62.25
std-4981,male,group C,some college,1,0,68,77,91,A,83.5
std-4982,male,group C,high school,1,0,29,85,42,C,55
std-4983,male,group B,some high school,0,0,82,65,50,C,62.25
std-4984,male,group D,high school,1,1,64,78,17,B,64.75
std-4985,male,group D,high school,1,0,16,36,99,C,60.5
std-4986,male,group C,some high school,1,0,86,93,52,B,76
std-4987,male,group C,some college,1,1,19,83,79,C,59
std-4988,male,group C,high school,1,0,54,58,53,C,60
std-4989,male,group A,bachelor's degree,1,1,45,95,46,C,60.75
std-4990,male,group E,some high school,1,0,19,97,9,D,44.75
std-4991,male,group C,high school,1,1,48,34,45,C,53.25
std-4992,male,group D,high school,0,1,9,92,27,C,57
std-4993,male,group B,associate's degree,1,0,20,73,44,D,48.75
std-4994,male,group C,some college,1,0,59,56,85,B,64.25
std-4995,male,group B,associate's degree,1,1,40,94,94,A,82
std-4996,male,group E,master's degree,0,0,33,100,70,B,65.75
std-4997,male,group E,some college,1,0,76,56,88,A,80
std-4998,male,group D,bachelor's degree,0,1,53,76,43,C,58.5
std-4999,male,group C,associate's degree,0,0,58,29,46,C,50.25
std-5000,male,group A,high school,0,0,37,75,65,B,64.25
std-5001,female,group A,associate's degree,1,1,70,59,51,C,61.5
std-5002,female,group B,associate's degree,0,1,56,85,46,B,63
std-5003,female,group A,some high school,1,1,64,70,90,B,67
std-5004,female,group B,some high school,1,0,74,84,72,A,82.5
std-5005,female,group B,bachelor's degree,1,0,65,39,93,C,61.75
std-5006,female,group A,some high school,1,1,80,68,88,A,80.75
std-5007,female,group D,associate's degree,0,0,92,74,73,B,77
std-5008,female,group B,master's degree,1,1,66,42,80,B,70.75
std-5009,female,group B,some high school,1,1,77,81,60,B,64.75
std-5010,female,group B,some high school,1,1,51,100,63,B,65
std-5011,female,group D,some college,0,0,53,100,68,B,77
std-5012,female,group B,some college,0,0,27,70,34,C,57.75
std-5013,female,group D,high school,1,0,57,97,83,B,72
std-5014,female,group A,bachelor's degree,1,0,60,80,85,B,73.75
std-5015,female,group D,high school,0,0,56,87,74,B,70.75
std-5016,female,group B,high school,1,1,61,100,62,B,77
std-5017,female,group E,some college,1,0,56,87,91,B,73.75
std-5018,female,group D,master's degree,1,0,61,56,70,B,70.75
std-5019,female,group D,high school,1,1,59,100,60,B,72
std-5020,female,group E,bachelor's degree,0,1,87,40,45,B,68
std-5021,female,group C,some college,1,0,78,79,55,B,74
std-5022,female,group C,bachelor's degree,1,1,64,80,79,B,76.25
std-5023,female,group C,high school,0,0,57,100,60,B,69
std-5024,female,group B,some college,1,1,37,76,51,C,54.5
std-5025,female,group D,associate's degree,1,0,58,97,78,B,72.5
std-5026,female,group D,associate's degree,1,1,98,55,80,B,72
std-5027,female,group C,high school,1,1,74,89,79,B,75.5
std-5028,female,group C,associate's degree,1,1,40,99,59,B,64.5
std-5029,female,group C,high school,1,1,47,100,70,B,67.5
std-5030,female,group E,some college,1,0,64,70,87,B,74.25
std-5031,female,group E,high school,0,0,27,96,65,B,62.5
std-5032,female,group A,some college,1,0,43,94,77,B,66
std-5033,female,group C,some high school,1,0,70,73,94,B,77
std-5034,female,group D,high school,1,1,63,94,56,B,73.5
std-5035,female,group D,associate's degree,0,0,47,53,73,C,55
std-5036,female,group E,high school,1,0,90,95,74,A,80.5
std-5037,female,group C,high school,1,1,92,96,89,A,84.5
std-5038,female,group B,some high school,1,1,100,48,68,B,79
std-5039,female,group C,bachelor's degree,0,0,27,97,94,B,68
std-5040,female,group D,some college,0,0,76,68,64,B,71.75
std-5041,female,group C,high school,0,0,67,91,77,A,83
std-5042,female,group C,associate's degree,0,1,82,73,70,B,73.75
std-5043,female,group B,high school,0,1,87,72,70,B,67
std-5044,female,group C,some college,1,0,76,91,69,B,75.25
std-5045,female,group C,associate's degree,1,0,83,84,68,B,73.5
std-5046,female,group C,associate's degree,1,1,79,88,64,B,77
std-5047,female,group B,some college,1,1,87,99,90,A,92.5
std-5048,female,group E,some high school,1,0,35,88,75,B,64.75
std-5049,female,group C,associate's degree,1,0,55,62,70,B,64.5
std-5050,female,group D,bachelor's degree,1,1,59,83,91,B,71
std-5051,female,group C,associate's degree,1,1,77,72,80,B,70.75
std-5052,female,group E,some high school,1,1,69,54,77,B,72.5
std-5053,female,group C,some college,0,1,39,93,60,B,63
std-5054,female,group C,associate's degree,1,0,44,100,61,B,63.75
std-5055,female,group B,some college,1,0,27,100,86,B,78.25
std-5056,female,group C,associate's degree,1,1,47,83,62,C,60.75
std-5057,female,group D,associate's degree,1,0,93,100,72,B,77.25
std-5058,female,group C,some high school,0,0,58,86,66,B,69.5
std-5059,female,group C,associate's degree,1,1,71,76,92,B,76.25
std-5060,female,group C,some high school,1,1,49,73,88,B,72.25
std-5061,female,group C,some college,0,0,96,64,55,B,77.25
std-5062,female,group E,some high school,1,0,41,42,73,C,55
std-5063,female,group A,some high school,1,0,51,89,34,B,64
std-5064,female,group D,high school,1,0,55,75,62,C,60.5
std-5065,female,group C,some high school,0,1,75,100,56,B,75.25
std-5066,female,group D,some college,0,1,51,42,91,B,70.5
std-5067,female,group C,some college,0,1,67,71,79,B,65.75
std-5068,female,group C,associate's degree,1,0,38,95,67,B,74.75
std-5069,female,group C,associate's degree,1,0,59,73,70,B,68.75
std-5070,female,group E,bachelor's degree,1,0,30,100,56,C,55
std-5071,female,group C,some college,1,0,65,100,72,A,81.5
std-5072,female,group C,high school,1,0,96,75,74,B,78.5
std-5073,female,group D,bachelor's degree,1,0,82,79,37,C,55.25
std-5074,female,group B,high school,1,0,79,96,94,A,83.25
std-5075,female,group C,high school,1,1,76,89,87,B,70.75
std-5076,female,group C,high school,0,1,69,80,95,B,79.75
std-5077,female,group D,high school,0,0,67,33,78,B,67.5
std-5078,female,group B,associate's degree,1,0,71,70,93,B,71.5
std-5079,female,group C,some high school,1,0,30,99,76,B,76.25
std-5080,female,group D,bachelor's degree,1,0,50,93,46,B,66.5
std-5081,female,group C,bachelor's degree,0,1,39,61,66,B,64.25
std-5082,female,group C,some high school,0,1,32,57,62,C,55.5
std-5083,female,group C,associate's degree,1,0,39,48,75,C,54.25
std-5084,female,group D,associate's degree,1,0,83,97,92,A,82.5
std-5085,female,group A,master's degree,0,1,65,87,61,B,68.5
std-5086,female,group B,some college,1,0,80,82,83,B,76.25
std-5087,female,group D,high school,0,1,40,56,39,C,50
std-5088,female,group D,some college,1,0,27,76,70,B,68.25
std-5089,female,group D,some college,1,0,92,37,62,C,58.5
std-5090,female,group C,some college,0,1,44,95,75,B,72.75
std-5091,female,group C,some college,1,0,49,97,95,B,73.75
std-5092,female,group B,high school,0,0,29,80,83,C,62
std-5093,female,group A,associate's degree,1,0,91,74,90,B,78
std-5094,female,group A,high school,1,0,68,91,85,B,75.25
std-5095,female,group C,associate's degree,0,1,61,100,89,A,83.5
std-5096,female,group C,some college,0,1,34,80,82,B,62.5
std-5097,female,group D,bachelor's degree,1,0,90,42,46,C,61
std-5098,female,group D,some college,1,1,89,77,57,B,69
std-5099,female,group C,some college,1,0,66,84,35,B,65.75
std-5100,female,group C,bachelor's degree,1,1,56,86,88,B,73
std-5101,female,group B,associate's degree,1,0,36,57,74,B,64.5
std-5102,female,group C,associate's degree,1,0,77,57,79,B,66.75
std-5103,female,group B,some college,1,0,100,93,85,A,90
std-5104,female,group A,some college,1,0,43,67,60,C,59.5
std-5105,female,group C,some college,0,0,80,80,60,B,73
std-5106,female,group D,high school,0,0,84,89,70,B,72.25
std-5107,female,group E,some high school,0,0,75,69,35,B,63.25
std-5108,female,group B,some college,0,1,82,79,76,A,80.25
std-5109,female,group D,some college,0,1,85,51,73,B,67.75
std-5110,female,group C,associate's degree,1,0,63,94,91,B,77.25
std-5111,female,group D,associate's degree,1,1,48,65,76,B,72.25
std-5112,female,group C,master's degree,0,0,44,100,88,B,73.75
std-5113,female,group C,bachelor's degree,1,0,45,76,78,C,59.5
std-5114,female,group D,some college,0,1,71,69,71,B,69.5
std-5115,female,group D,high school,0,0,72,43,67,B,69
std-5116,female,group C,some college,1,0,54,67,68,C,58.5
std-5117,female,group E,associate's degree,1,0,85,68,90,B,73.25
std-5118,female,group E,some high school,1,0,75,86,57,B,74.5
std-5119,female,group E,some college,1,0,79,90,67,B,77.5
std-5120,Girl,group B,associate's degree,0,0,54,99,68,A,80.25
std-5121,female,group C,some high school,0,0,100,52,43,B,69.75
std-5122,female,group C,some college,0,0,58,78,32,C,54
std-5123,female,group D,some college,1,0,70,64,70,B,65.5
std-5124,female,group C,some college,1,0,79,81,67,B,72.25
std-5125,female,group A,some high school,1,1,48,41,85,C,62
std-5126,female,group A,some high school,0,0,94,65,98,B,77
std-5127,female,group C,master's degree,0,0,47,62,89,B,67.25
std-5128,female,group C,bachelor's degree,1,0,57,89,88,A,83.5
std-5129,female,group D,associate's degree,1,0,82,100,65,A,83
std-5130,female,group A,associate's degree,0,0,63,70,69,B,72
std-5131,female,group A,some college,0,0,70,49,92,B,64.75
std-5132,female,group C,high school,1,0,45,65,66,C,55.5
std-5133,female,group D,high school,0,0,59,97,74,B,78.75
std-5134,female,group E,associate's degree,1,0,46,61,71,B,63.5
std-5135,female,group D,associate's degree,0,0,66,73,70,B,68.25
std-5136,female,group E,high school,0,0,100,100,70,A,82.5
std-5137,female,group D,some high school,1,0,49,63,63,C,57.5
std-5138,female,group D,high school,1,1,50,75,53,B,68.75
std-5139,female,group C,some college,1,0,86,66,81,A,83.25
std-5140,female,group E,some high school,0,0,55,98,94,B,76.25
std-5141,female,group B,some high school,1,1,53,63,56,C,59.5
std-5142,female,group C,high school,1,0,27,61,87,C,61.5
std-5143,female,group B,some college,0,1,40,87,54,C,61
std-5144,female,group D,associate's degree,1,0,89,69,54,B,65
std-5145,female,group D,some high school,1,1,65,51,67,B,67
std-5146,female,group A,some high school,1,0,37,80,75,B,63
std-5147,female,group A,some college,0,0,63,92,78,B,72
std-5148,female,group B,high school,1,0,64,45,53,C,53.25
std-5149,female,group C,some college,1,0,57,74,77,C,61.5
std-5150,female,group C,some college,1,0,98,84,90,A,89.25
std-5151,female,group E,associate's degree,0,0,71,93,93,B,78
std-5152,female,group C,high school,1,0,69,73,49,C,58.5
std-5153,female,group C,master's degree,1,1,85,75,78,A,80
std-5154,female,group C,high school,1,1,32,100,76,B,67.25
std-5155,female,group C,bachelor's degree,1,1,37,80,95,B,73.25
std-5156,female,group D,bachelor's degree,0,0,71,48,76,B,68.25
std-5157,female,group C,associate's degree,1,0,54,70,41,C,51.75
std-5158,female,group A,master's degree,1,1,63,88,95,B,79
std-5159,female,group D,some high school,1,0,52,100,79,B,69.75
std-5160,female,group D,associate's degree,1,1,38,83,45,B,65.25
std-5161,female,group C,some college,0,1,78,76,47,B,74.75
std-5162,female,group D,some college,1,1,68,61,72,B,65.75
std-5163,female,group C,high school,1,1,54,55,99,B,74
std-5164,female,group C,high school,1,0,70,96,69,A,80
std-5165,female,group C,some high school,1,0,27,80,95,B,69.5
std-5166,female,group C,some high school,1,1,61,76,50,B,70.25
std-5167,female,group D,some high school,0,0,80,75,45,B,70.5
std-5168,female,group D,high school,1,1,56,65,81,B,65.75
std-5169,female,group B,bachelor's degree,1,0,79,84,93,A,86.5
std-5170,female,group A,bachelor's degree,0,0,64,49,56,C,59.5
std-5171,female,group E,some high school,0,1,45,100,77,B,73
std-5172,female,group D,high school,1,1,37,78,76,B,65
std-5173,female,group D,some college,0,0,81,85,80,B,77
std-5174,female,group B,high school,1,0,48,82,94,B,75
std-5175,female,group D,some high school,1,0,41,71,71,C,59.75
std-5176,female,group C,high school,0,0,68,84,87,B,77
std-5177,female,group D,some high school,0,0,74,83,86,A,81
std-5178,female,group A,bachelor's degree,0,0,51,95,88,B,77.75
std-5179,female,group E,high school,0,0,50,89,29,B,66
std-5180,female,group C,some high school,0,0,65,61,86,B,73.5
std-5181,female,group C,some high school,0,0,35,63,88,B,63.75
std-5182,female,group B,master's degree,0,0,63,75,61,B,74.25
std-5183,female,group D,associate's degree,1,0,88,49,100,A,80
std-5184,female,group C,some high school,1,1,78,73,76,B,71
std-5185,female,group D,bachelor's degree,0,1,41,79,79,C,62
std-5186,female,group C,master's degree,0,0,79,71,73,B,77.5
std-5187,female,group E,high school,1,0,56,94,79,B,73
std-5188,female,group B,some college,0,0,71,69,41,B,70.25
std-5189,female,group D,some college,1,0,83,85,78,A,86.5
std-5190,female,group C,master's degree,1,1,27,67,63,C,55.5
std-5191,female,group B,high school,1,0,71,88,52,B,67.5
std-5192,female,group C,associate's degree,1,0,66,87,87,B,77.75
std-5193,female,group B,some college,1,1,71,100,45,C,61.5
std-5194,female,group A,bachelor's degree,1,1,76,85,60,A,80.25
std-5195,female,group A,some high school,1,1,57,89,88,B,74.75
std-5196,female,group B,some college,1,1,73,73,80,B,72.25
std-5197,female,group E,some college,0,0,29,71,38,C,53.75
std-5198,female,group C,some college,1,0,100,79,67,B,67.25
std-5199,female,group A,associate's degree,0,1,55,85,62,B,75.25
std-5200,female,group C,associate's degree,1,0,35,81,51,C,57.25
std-5201,female,group A,some college,0,1,81,67,93,B,71.75
std-5202,female,group C,associate's degree,1,1,55,90,68,B,72.75
std-5203,female,group A,some high school,1,0,66,98,79,A,80
std-5204,female,group B,associate's degree,1,1,67,95,92,A,86
std-5205,female,group B,some college,1,1,72,41,73,C,56.25
std-5206,female,group E,some college,1,0,57,90,91,B,78.75
std-5207,female,group C,some high school,1,0,90,90,36,B,67.75
std-5208,female,group B,some high school,1,1,35,59,68,C,59.5
std-5209,female,group C,high school,1,0,82,65,78,B,74.25
std-5210,female,group C,some college,1,0,71,43,83,B,64.75
std-5211,female,group B,bachelor's degree,0,0,67,87,71,B,71
std-5212,female,group C,bachelor's degree,1,0,87,90,78,A,84.25
std-5213,female,group B,some college,1,1,70,69,58,B,66.25
std-5214,female,group C,some college,1,1,73,89,63,B,64.25
std-5215,female,group D,some high school,1,1,27,86,100,C,59
std-5216,female,group B,some college,1,0,34,71,87,C,61.75
std-5217,female,group C,master's degree,1,0,50,55,30,C,50.5
std-5218,female,group D,high school,1,0,77,55,66,B,74.5
std-5219,female,group D,some college,0,1,53,86,33,C,56.25
std-5220,female,group B,some college,1,0,31,100,66,B,71.5
std-5221,female,group D,some high school,1,0,88,95,87,B,73.5
std-5222,female,group A,some high school,1,1,88,63,83,B,71.5
std-5223,female,group D,associate's degree,0,1,69,76,76,B,69
std-5224,female,group B,associate's degree,0,1,43,90,85,B,78.25
std-5225,female,group D,high school,0,0,50,76,63,C,61.25
std-5226,female,group C,some high school,1,0,79,88,78,B,77.75
std-5227,female,group D,associate's degree,1,0,28,59,98,C,54.25
std-5228,female,group E,bachelor's degree,0,0,44,90,90,B,71.25
std-5229,female,group C,associate's degree,1,0,77,100,87,A,84
std-5230,female,group D,high school,1,1,88,81,32,B,63.5
std-5231,female,group D,some college,1,1,75,84,91,A,84
std-5232,female,group A,bachelor's degree,0,1,76,84,44,B,72
std-5233,female,group D,master's degree,1,0,81,68,70,B,72.25
std-5234,female,group D,high school,1,0,73,98,47,B,76.75
std-5235,female,group C,high school,1,1,77,96,77,A,82.5
std-5236,female,group A,high school,1,0,31,58,84,C,60.25
std-5237,female,group D,some college,0,0,48,72,32,C,53.75
std-5238,female,group A,associate's degree,0,0,61,99,46,B,67.5
std-5239,female,group E,bachelor's degree,1,0,54,79,79,B,68.75
std-5240,female,group D,associate's degree,1,1,56,80,84,B,75
std-5241,female,group D,master's degree,1,0,88,85,67,B,78.5
std-5242,female,group D,bachelor's degree,1,0,100,70,84,A,84.5
std-5243,female,group B,some college,1,0,27,93,82,B,68.5
std-5244,female,group B,some high school,1,0,56,83,35,C,58.75
std-5245,female,group D,high school,1,1,59,59,84,B,66.5
std-5246,female,group B,some college,1,1,81,76,73,B,71.5
std-5247,female,group C,some high school,1,1,90,86,80,A,89
std-5248,female,group B,some high school,1,0,75,74,80,B,69.5
std-5249,female,group B,associate's degree,1,0,72,66,72,B,71.25
std-5250,female,group C,some high school,1,1,58,84,95,B,70.75
std-5251,Girl,group E,some college,0,0,66,58,75,C,61.75
std-5252,female,group D,high school,0,0,86,63,53,B,68.75
